"nuts2","year","flow_in","flow_out"
"FRC1",2012,10,19
"DEB3",2012,79,57
"RO42",2015,12,25
"DE80",2016,133,130
"PL92",2010,36,10
"NL11",2012,18,15
"ITG2",2009,7,29
"ES43",2010,42,38
"RO22",2020,15,15
"CZ04",2012,1,0
"PT30",2011,50,48
"CZ02",2017,109,32
"SK02",2016,7,4
"EL51",2018,16,17
"EL63",2018,12,26
"HU32",2020,27,31
"HU23",2020,13,14
"PL51",2011,14,6
"FRH0",2009,247,165
"DE25",2012,61,42
"DEB2",2019,73,88
"EL52",2018,30,38
"ITF1",2016,13,14
"SE23",2015,11,14
"CH06",2020,19,15
"BG41",2009,10,9
"FRD2",2010,2,8
"CZ03",2013,6,9
"ES63",2019,2,2
"ES42",2016,99,98
"MT00",2014,20,6
"SE33",2014,28,16
"UKM5",2010,65,69
"ITF6",2015,11,13
"BE35",2019,16,15
"FRI1",2009,60,57
"FI19",2012,14,10
"FRD1",2017,9,13
"HU32",2015,7,7
"AT11",2016,0,2
"UKK3",2019,30,28
"UKK4",2012,418,432
"UKK3",2009,29,28
"FRI2",2011,3,3
"FRC2",2011,6,3
"HU12",2020,551,339
"UKM9",2015,2,4
"EL51",2011,5,2
"UKH2",2020,1288,1416
"ITH2",2010,11,0
"CH05",2011,21,10
"CY00",2012,40,21
"CZ06",2014,21,21
"DE80",2019,30,32
"NO06",2014,38,25
"NL13",2010,36,0
"ITF4",2015,12,22
"DK01",2011,58,54
"NO06",2010,13,11
"UKD1",2015,5,8
"ITC1",2011,11,21
"ES13",2010,36,28
"BG34",2015,13,27
"DE25",2010,40,31
"PL63",2015,152,121
"DE73",2010,17,12
"FRI2",2019,257,416
"CH07",2017,10,14
"PT20",2019,5,5
"DEB3",2013,19,20
"ITC1",2009,37,72
"HU11",2012,57,64
"NL22",2010,24,21
"FI1B",2009,109,120
"PT20",2009,6,2
"NL21",2011,2045,1898
"PL61",2009,295,784
"DE11",2010,36,65
"DE13",2010,106,55
"DEE0",2010,170,256
"ITH3",2011,19,21
"ITH1",2012,8,8
"NO09",2011,11,8
"NL34",2019,17,8
"BG41",2016,17,14
"AT32",2012,72,64
"DEE0",2012,33,28
"IE04",2015,43,30
"DE21",2009,598,681
"MT00",2011,9,8
"EL63",2012,20,21
"CZ06",2015,102,116
"NL34",2016,88,45
"PL71",2010,19,12
"UKD6",2019,21,22
"HR05",2009,21,30
"HR03",2009,39,20
"HU12",2010,12,7
"HU33",2010,17,112
"DE92",2009,36,46
"FRI3",2009,7,6
"HR02",2018,11,5
"FRJ1",2009,15,13
"ES12",2019,90,70
"SK04",2015,5,8
"FRI3",2020,73,64
"BE35",2020,17,20
"DEE0",2013,148,126
"FRM0",2015,0,1
"DEB1",2016,5,2
"ITF4",2010,18,13
"PL81",2011,16,14
"SE23",2011,15,6
"CH06",2016,158,136
"SE21",2010,16,13
"RO11",2016,24,29
"PL41",2012,12,13
"FRF2",2018,195,152
"RO21",2018,6,14
"PL84",2016,24,29
"SK03",2018,17,18
"FRD1",2011,4,6
"UKN0",2012,19,23
"DK02",2016,10,26
"ITI3",2018,21,28
"CH07",2018,30,14
"DEC0",2015,268,285
"ES12",2015,12,24
"DEB2",2017,30,38
"PT20",2013,25,12
"HU22",2016,168,169
"EL61",2017,3,10
"CZ06",2012,26,19
"UKJ4",2010,101,120
"PL42",2013,112,33
"PL63",2013,122,132
"EL54",2020,132,92
"HU33",2016,86,112
"FRE2",2014,9,10
"ITG2",2010,7,4
"ITH2",2012,53,156
"LV00",2016,91,105
"DEB3",2011,42,43
"DE26",2011,19,21
"ITF5",2014,2,3
"PT30",2015,15,6
"FRI2",2015,25,18
"UKH2",2014,48,52
"NL22",2012,175,210
"FRF3",2009,20,32
"ES21",2010,23,14
"EL43",2020,175,127
"FI1D",2013,116,63
"CZ08",2019,73,28
"PL71",2009,11,10
"SE23",2014,60,42
"FRC1",2014,3,10
"ES13",2012,7,7
"ES12",2011,181,120
"ITH1",2015,29,36
"PT18",2012,52,32
"HR02",2020,20,12
"LT01",2019,15,18
"HU32",2019,15,19
"BE32",2019,16,11
"UKK2",2010,28,34
"DE24",2011,28,64
"DEA4",2011,22,56
"DE25",2013,21,19
"EL63",2009,91,29
"EL41",2009,3,5
"AT21",2016,25,32
"SE31",2009,12,6
"DEC0",2014,40,49
"FRE2",2017,15,14
"HU31",2013,6,5
"PL84",2011,3,5
"UKH3",2011,738,985
"ES24",2015,128,132
"BE35",2017,77,58
"NL11",2010,6,13
"DE11",2009,6,13
"NL42",2013,12,24
"EE00",2011,65,16
"LV00",2011,27,78
"ES41",2011,26,21
"DE14",2014,63,66
"RO12",2011,4,3
"DED5",2013,126,163
"BE21",2011,311,242
"PL84",2009,1,4
"DEE0",2009,9,3
"NO02",2009,4,2
"EL63",2016,28,42
"ES23",2013,7,7
"NO07",2013,67,35
"BE25",2019,14,10
"PL92",2019,40,28
"NO02",2018,12,8
"PL82",2011,22,10
"FI19",2010,117,92
"HU22",2020,16,18
"UKD4",2011,19,25
"UKD6",2013,11,7
"IE06",2012,261,316
"DE14",2012,21,19
"EE00",2017,36,24
"FRE2",2020,12,11
"SI03",2010,7,4
"DEA4",2017,495,380
"PL42",2010,6,4
"DE40",2013,16,20
"FRI2",2014,4,5
"ITH5",2013,23,39
"ITH1",2018,46,40
"FRI1",2014,314,442
"SE32",2014,7,10
"DK03",2017,68,85
"FRF1",2009,36,115
"ITF3",2013,15,13
"PL84",2019,12,5
"ITG2",2018,30,37
"UKH3",2009,15,28
"IS00",2020,15,20
"BE22",2014,10,9
"DE50",2010,16,7
"SE31",2019,92,80
"DK02",2014,218,310
"BG42",2009,12,15
"ES42",2011,10,6
"FRD1",2013,10,13
"ES70",2010,4,8
"EL64",2016,6,1
"FRB0",2009,8,10
"ITC1",2015,34,36
"CH05",2016,29,8
"ITH5",2009,13,44
"DK03",2012,24,37
"FRE2",2009,17,8
"BE31",2013,60,82
"RO22",2016,9,9
"UKL1",2012,115,138
"DK05",2018,493,726
"EE00",2012,14,11
"LU00",2010,10,2
"ES24",2016,135,120
"HU11",2009,10,17
"NL34",2015,27,1
"DEB2",2015,6,10
"UKH2",2012,10,17
"DE60",2013,28,29
"LV00",2017,27,46
"FRK1",2011,3,7
"DE94",2009,7,2
"BE33",2016,218,168
"FRJ2",2009,60,169
"FRH0",2010,14,14
"PL52",2013,4,5
"BE25",2016,8,3
"FRF2",2013,15,12
"CZ03",2012,5,5
"ITF6",2013,6,7
"UKL1",2011,22,33
"DEA3",2016,55,42
"HR05",2010,19,54
"AT31",2015,7,12
"EL52",2010,12,13
"CY00",2010,14,6
"ITH1",2010,11,2
"PL81",2017,56,69
"PL92",2017,10,6
"UKD4",2014,1008,1513
"FI1C",2012,492,206
"UKH2",2011,37,28
"PT18",2015,149,88
"ES24",2011,10,8
"SK04",2017,40,161
"SK03",2017,11,6
"UKC1",2014,27,28
"ITF5",2019,7,5
"NO07",2012,29,8
"EL61",2014,26,15
"ITI3",2013,8,6
"ITH2",2015,9,10
"LU00",2014,15,8
"UKE3",2013,195,197
"ITI2",2017,6,4
"HU31",2019,84,37
"HU22",2019,31,10
"EE00",2015,42,49
"PL21",2009,28,30
"ITF1",2009,13,24
"HU33",2013,1,4
"DE25",2011,221,240
"UKK2",2009,56,47
"SI03",2019,11,6
"PL62",2016,19,14
"EL53",2013,6,4
"NO02",2017,47,12
"ITF1",2011,108,180
"AT31",2018,945,561
"CZ07",2010,27,15
"BE32",2020,10,10
"FRF1",2011,13,20
"SE31",2018,68,60
"BG34",2009,1,0
"DK05",2010,55,35
"PL81",2014,7,18
"RO12",2018,7,11
"IS00",2015,90,31
"DE71",2011,20,22
"ITI2",2015,0,11
"SE31",2012,48,76
"ITH4",2012,11,13
"UKG2",2011,9,9
"FRI3",2017,126,209
"CZ02",2015,48,2
"PL43",2020,12,11
"HU33",2020,9,14
"IS00",2009,33,24
"EL54",2012,7,9
"RO42",2016,41,20
"DEA4",2013,61,140
"DE73",2012,9,5
"RO21",2011,6,10
"DED4",2014,14,7
"EL54",2013,14,31
"HU21",2019,6,6
"NO09",2012,10,11
"FRB0",2012,135,160
"PL92",2013,7,6
"BG33",2009,7,4
"FI19",2011,25,18
"UKD1",2019,4,6
"BE22",2015,10,8
"CZ06",2011,33,19
"IS00",2016,226,176
"DE27",2017,7,10
"DEA4",2014,36,43
"DEF0",2010,8,10
"DE27",2015,19,24
"HU12",2014,73,96
"DK05",2013,33,32
"EL62",2015,4,1
"RO21",2020,6,9
"EL52",2009,19,24
"PT18",2009,22,8
"CZ04",2019,16,6
"EE00",2009,7,8
"MT00",2012,5,3
"ES53",2013,12,13
"DEF0",2009,10,12
"PL84",2015,9,6
"SE32",2017,7,12
"DEG0",2009,50,61
"ITF4",2009,49,36
"NL42",2010,11,11
"ES12",2018,21,28
"ES43",2009,8,4
"AT31",2011,20,6
"EL53",2014,5,2
"DEA3",2009,10,13
"HU31",2016,4,5
"RO22",2019,21,30
"EL53",2010,6,2
"UKK3",2020,226,270
"DE72",2012,18,36
"PT15",2013,56,64
"BG32",2016,24,7
"DEA4",2015,77,110
"PT20",2010,3,5
"DE94",2013,104,170
"PL42",2020,14,12
"DK02",2012,15,10
"PL43",2015,48,45
"PL81",2013,99,86
"BE21",2010,411,246
"DE22",2014,24,17
"FRC2",2012,6,6
"HR03",2010,5,3
"ES21",2009,86,91
"SK03",2020,24,32
"AT32",2018,62,65
"PT20",2011,1,4
"LT02",2014,61,50
"ES63",2015,0,2
"EL43",2010,9,22
"ITH5",2010,14,16
"FRD1",2009,5,8
"FRI3",2014,108,217
"UKD6",2018,43,39
"FRM0",2020,5,3
"NL11",2013,93,120
"PL43",2016,28,16
"FRC1",2011,45,22
"RO31",2015,5,2
"HR05",2014,26,39
"RO32",2014,19,20
"LT02",2015,21,11
"PL82",2012,24,44
"ITH2",2011,26,157
"ES42",2015,38,12
"EL51",2017,3,8
"UKG2",2014,81,156
"CH06",2009,164,54
"EL62",2014,0,13
"DE23",2012,6,9
"PL22",2009,49,57
"PL62",2011,18,37
"CZ08",2020,7,9
"PL81",2018,34,44
"NL23",2014,28,16
"ITC3",2010,192,114
"DE13",2009,112,183
"CZ08",2013,3,10
"BE31",2010,5,11
"ES70",2014,12,18
"UKE2",2010,28,28
"DEA3",2011,32,15
"SK04",2011,9,10
"FRC1",2018,11,19
"ITH4",2009,9,10
"ITH3",2009,8,19
"FRF2",2009,4,6
"UKD6",2011,13,12
"ITF2",2013,8,0
"NO09",2010,7,9
"CZ05",2015,50,31
"AT33",2015,18,16
"FRM0",2017,12,14
"BG33",2018,69,16
"DK02",2009,9,9
"DE22",2017,7,3
"PL81",2009,6,5
"EL41",2016,896,770
"SE23",2018,58,42
"ES70",2009,80,63
"HU31",2014,2,1
"AT34",2020,126,25
"IE05",2009,20,10
"SE32",2016,11,3
"PL71",2015,157,117
"DE73",2014,25,16
"EL54",2017,11,16
"CZ06",2010,8,19
"CZ05",2010,13,6
"ES43",2012,18,23
"MT00",2018,11,13
"FRI2",2010,9,8
"ITC3",2011,308,225
"ITF6",2018,6,20
"HU23",2014,7,4
"PL52",2019,139,99
"LU00",2012,24,11
"HR05",2011,16,14
"FRB0",2011,38,24
"BE33",2009,5,6
"LV00",2014,120,97
"PL72",2019,9,8
"ES53",2014,8,5
"FRE2",2019,32,42
"UKC1",2010,71,98
"HU22",2009,27,1
"HR02",2017,40,96
"ITF4",2014,31,32
"LT01",2015,8,12
"EL43",2012,8,9
"AT33",2011,8,9
"NL12",2016,18,14
"SE33",2012,31,28
"HU32",2012,6,9
"UKK2",2012,210,155
"DEA1",2012,13,21
"UKK1",2010,14,22
"FRM0",2019,26,41
"ITF5",2013,2,7
"RO42",2018,9,23
"BE21",2012,14,14
"NL41",2010,29,54
"PL82",2015,19,18
"FRC2",2010,4,8
"RO42",2017,6,19
"HU21",2014,13,4
"PL63",2010,54,33
"PL62",2010,157,22
"SK03",2019,16,10
"BG33",2017,8,4
"HU33",2011,133,66
"PT17",2011,121,36
"CZ07",2019,31,15
"HR02",2011,46,21
"ITF4",2011,9,12
"UKK3",2012,10,36
"ITF5",2017,7,6
"ES13",2011,25,12
"ES53",2010,29,21
"DED4",2016,43,39
"PL21",2010,30,22
"EL61",2012,15,17
"CZ07",2012,184,93
"RO12",2020,10,11
"NL11",2011,65,52
"DE72",2009,27,50
"SK04",2012,2,1
"CH06",2012,22,8
"EL61",2010,49,2
"EL54",2018,42,61
"RO41",2017,9,24
"UKK3",2010,1,6
"RO41",2019,3,4
"LV00",2019,409,360
"CZ07",2014,26,15
"SI03",2018,260,395
"BE33",2010,16,30
"SE31",2011,21,12
"DE73",2020,15,14
"HR03",2011,34,14
"NO07",2014,124,64
"PL62",2009,55,23
"UKE1",2010,11,14
"CZ03",2009,3,4
"DK04",2012,23,10
"HU23",2018,12,9
"DEA3",2017,11,22
"FRD2",2011,6,3
"NL23",2019,5,4
"ES12",2009,5,10
"DEC0",2011,41,90
"PL84",2014,10,10
"PT18",2011,16,13
"BE31",2012,42,35
"AT13",2009,21,24
"UKM9",2018,6,2
"NO02",2020,21,12
"SE32",2012,6,5
"LV00",2013,6,6
"CH06",2015,17,14
"CZ05",2009,3,6
"CZ06",2009,10,5
"HU31",2018,5,6
"PL62",2015,9,6
"FRD2",2014,5,9
"DE23",2015,20,25
"ES22",2013,384,547
"NO02",2016,7,2
"SI04",2010,5,8
"HU22",2015,6,4
"HU31",2015,61,24
"DE27",2013,4,5
"AT22",2009,6,10
"DE26",2014,9,15
"EL61",2015,4,3
"EL52",2012,235,390
"PT15",2009,20,21
"ES23",2010,49,16
"SK04",2020,5,11
"UKC1",2009,9,11
"SK02",2018,9,4
"LV00",2018,222,221
"PL92",2011,16,9
"AT12",2011,13,9
"FRE2",2010,66,40
"UKF2",2020,2,3
"NO07",2011,9,6
"DE94",2011,6,3
"LT02",2016,15,22
"PL42",2012,8,12
"AT11",2017,0,1
"FRF2",2020,20,22
"UKD1",2017,1,6
"UKM9",2020,25,24
"HU32",2013,18,17
"NL13",2020,7,9
"CZ03",2015,14,11
"DEB2",2016,10,5
"UKH2",2010,12,5
"DEB2",2014,10,3
"DEA3",2013,24,23
"SI04",2012,7,8
"CZ05",2011,12,16
"FRF2",2011,24,19
"UKM9",2012,12,1
"PL84",2013,6,7
"BG42",2013,12,12
"BG41",2013,84,66
"EL41",2014,42,127
"DE72",2013,13,19
"DE24",2010,6,6
"EL30",2011,36,39
"EL41",2017,11,16
"NL12",2017,13,4
"DE25",2009,61,36
"IE04",2010,9,22
"UKK3",2017,38,17
"AT12",2013,6,8
"HU23",2010,5,10
"ES23",2011,10,9
"NL34",2020,4,13
"BE32",2015,3,7
"DE72",2014,64,48
"DEC0",2009,4,6
"BG42",2020,11,15
"DE72",2010,7,14
"IS00",2010,6,4
"PL51",2009,90,121
"UKG2",2010,6,11
"HR02",2010,34,20
"PL71",2011,22,19
"EL41",2018,14,7
"ITF2",2016,8,6
"CZ04",2017,10,4
"ITF1",2010,15,11
"ES64",2017,2,1
"PL72",2018,21,14
"CH05",2010,5,2
"PL43",2011,13,5
"CZ05",2017,10,7
"EL61",2011,4,1
"DK03",2011,52,118
"ES22",2009,250,217
"RO31",2013,6,4
"SK01",2015,24,29
"HU22",2018,4,4
"NL13",2016,2,5
"HU23",2013,30,49
"HU21",2013,5,0
"ITG1",2009,18,20
"DEG0",2014,331,375
"RO12",2014,324,244
"DEA1",2011,72,70
"AT32",2015,22,8
"AT21",2015,105,62
"NL23",2015,3,1
"BG42",2018,5,21
"DEC0",2012,73,126
"IE04",2012,11,7
"HR02",2016,10,20
"NO06",2012,54,78
"UKD6",2009,6,4
"DK04",2009,24,29
"BE33",2012,25,28
"EL41",2019,4,11
"FRF2",2017,21,36
"DE73",2013,71,42
"BG33",2013,4,2
"SK04",2019,6,9
"DE73",2016,22,36
"PL52",2012,4,5
"RO21",2009,10,6
"HU22",2017,8,3
"BE35",2009,1,45
"RO31",2017,4,8
"ITG2",2013,25,36
"LT02",2012,3,10
"LT01",2012,38,17
"RO11",2010,15,10
"RO32",2010,12,5
"CH07",2014,84,50
"DE24",2009,2,8
"FRC1",2009,55,36
"DEA1",2010,352,300
"IE04",2009,30,31
"AT32",2010,3,4
"HR03",2014,15,5
"PL52",2011,4,1
"UKE1",2013,36,40
"HU21",2016,73,72
"HR02",2019,3,8
"UKM9",2016,10,0
"EL41",2013,2,2
"DEA4",2016,14,15
"AT32",2013,50,37
"PT30",2014,4,6
"AT11",2014,1,0
"HU32",2010,2,7
"DEA4",2012,48,49
"FRI2",2016,14,5
"PL92",2015,32,14
"ITF2",2017,7,16
"BG33",2015,9,29
"HR06",2019,11,8
"AT31",2013,25,16
"BG42",2010,4,1
"HU23",2009,10,3
"UKM9",2019,1,4
"DE23",2013,23,9
"SI04",2011,5,3
"DE92",2013,33,32
"DEB2",2012,0,16
"BG42",2015,35,102
"SK04",2014,10,11
"EL65",2010,1,0
"CZ08",2014,101,42
"HU32",2018,195,33
"ITC2",2013,1,0
"BG32",2019,3,3
"DE27",2016,9,6
"RO22",2011,22,20
"EL62",2011,1,3
"LT02",2013,13,6
"EL53",2015,1,0
"RO11",2017,300,326
"BG32",2009,3,1
"ITF2",2014,3,5
"AT12",2009,9,0
"CH06",2010,2,2
"FRK1",2012,19,21
"RO11",2011,4,8
"FRF2",2015,13,6
"SI03",2017,12,6
"DE22",2016,24,31
"BE32",2013,2,1
"NO0B",2011,1,1
"CZ02",2016,3,3
"DEB2",2011,3,11
"DK05",2012,7,3
"ITF6",2016,10,19
"BG32",2014,33,23
"CH05",2012,22,15
"HU31",2012,9,32
"ES53",2009,4,3
"CZ04",2014,4,13
"NO02",2015,39,40
"RO31",2020,3,1
"CH07",2009,15,10
"SI04",2009,14,78
"FRK1",2010,30,19
"PL92",2014,9,5
"SK02",2014,91,0
"EL53",2012,0,1
"PL92",2012,13,6
"SI03",2011,8,25
"AT21",2018,13,8
"HR02",2009,14,10
"FRI2",2020,9,10
"LT01",2010,6,7
"PT30",2016,30,21
"ITF6",2012,8,21
"FRK1",2009,9,3
"CH05",2014,13,10
"AT33",2009,6,3
"SI03",2013,5,6
"HU31",2009,4,3
"NO0A",2011,32,14
"FRI3",2011,19,64
"NL34",2014,2,1
"ES43",2011,19,9
"PL52",2009,15,9
"FRI3",2012,25,30
"BG34",2011,1,2
"EL61",2009,6,4
"ITH1",2009,37,4
"UKF3",2013,27,22
"CZ04",2015,14,18
"PL42",2015,12,20
"CH07",2010,7,5
"ES64",2015,1,1
"RO31",2014,1,2
"AT11",2020,61,40
"FRD2",2012,42,45
"BE22",2013,10,18
"DE80",2014,123,165
"PT30",2019,34,21
"SE23",2009,15,16
"SK02",2015,4,2
"BE35",2012,1,3
"EL51",2015,6,20
"NO02",2011,16,5
"DEA3",2015,15,12
"HR06",2015,6,7
"HR06",2017,83,82
"CZ04",2020,3,5
"DEA3",2012,6,8
"AT34",2019,4,9
"FRD1",2010,4,7
"FRI2",2012,6,4
"CZ07",2009,11,5
"CZ07",2013,34,12
"FRD1",2014,162,161
"UKF2",2014,11,10
"FRF2",2016,16,29
"AT32",2011,2,4
"LT02",2010,5,4
"CY00",2011,32,24
"HU23",2011,5,4
"HU23",2012,0,10
"AT21",2013,20,11
"NO0B",2014,5,4
"NL12",2018,12,13
"EL61",2013,2,13
"BE35",2010,10,16
"BG33",2019,380,229
"BG34",2019,69,102
"CZ04",2011,4,2
"SE32",2013,6,4
"BG42",2019,3,4
"DEB1",2011,2,3
"RO31",2012,6,0
"HU21",2020,12,13
"DE60",2010,408,409
"CH07",2013,6,10
"NL13",2018,4,4
"ITF2",2009,1,3
"NO0B",2016,1,1
"FRM0",2014,1,0
"LT02",2011,10,5
"BG32",2015,2,4
"RO22",2012,2,4
"HU23",2015,552,554
"BE32",2012,2,3
"EL53",2016,4,2
"RO42",2010,11,15
"IS00",2013,13,8
"DE94",2012,4,8
"AT34",2017,8,3
"DE27",2020,16,18
"HU33",2009,3,3
"EL64",2019,6,25
"DE22",2015,25,12
"RO11",2012,9,5
"PL72",2015,6,3
"HU22",2010,14,13
"PL84",2010,5,4
"HR06",2014,8,6
"EL54",2011,11,10
"RO41",2012,8,5
"ES53",2011,55,36
"BE32",2017,20,20
"BG31",2013,1,8
"UKD1",2013,2,0
"AT22",2010,22,16
"EL62",2010,1,0
"UKM9",2013,4,6
"AT21",2012,6,0
"DE94",2010,27,38
"ES22",2010,6,17
"DED4",2012,90,41
"HR03",2015,16,12
"HU21",2018,79,52
"RO21",2015,40,61
"LU00",2011,8,3
"LT01",2014,283,282
"PL82",2009,3,4
"BG34",2020,23,0
"NL12",2020,20,3
"SE31",2010,85,69
"HR02",2014,14,12
"CZ02",2014,27,7
"ITH2",2013,11,6
"BE34",2018,0,1
"CZ04",2016,2,4
"DE22",2010,0,1
"PL72",2014,6,5
"DEB1",2012,8,5
"UKM6",2018,4,2
"MT00",2009,13,12
"NO02",2014,3,1
"PL52",2010,13,16
"DEA3",2010,11,4
"SI03",2020,11,8
"BG31",2015,20,1
"UKM9",2011,0,2
"UKM6",2009,2,1
"ITC2",2019,3,2
"BG42",2016,11,5
"FRM0",2018,1,4
"RO22",2017,5,30
"RO41",2013,7,15
"UKM6",2020,4,1
"RO21",2010,20,17
"NL34",2012,2,1
"BE25",2015,3,6
"HU21",2010,6,15
"DK05",2011,23,24
"NL34",2011,2,0
"RO22",2010,1,3
"CZ03",2014,14,11
"BG32",2018,5,3
"CH05",2009,1,1
"EL64",2011,4,0
"HR06",2016,6,6
"SK03",2012,7,2
"UKF2",2016,22,24
"UKF2",2019,10,7
"SK03",2015,2,2
"RO41",2015,2,1
"DEB1",2013,6,4
"SE32",2020,7,4
"AT11",2019,1,5
"SI03",2014,8,3
"SE32",2018,9,8
"BG31",2014,2,4
"NL12",2015,51,52
"RO41",2014,2,2
"DEA4",2009,19,18
"FRF2",2010,3,0
"NL13",2015,0,9
"FI1C",2010,5,4
"NL13",2019,3,1
"HR02",2015,8,4
"PL43",2014,14,12
"ITF5",2015,4,1
"PL92",2016,9,3
"HU31",2010,2,0
"NL34",2009,2,1
"FRM0",2011,0,1
"SK03",2011,16,25
"ITF5",2016,4,1
"EL65",2009,3,0
"ITC2",2011,3,1
"ITC3",2009,5,6
"NL12",2013,9,4
"PL63",2009,50,52
"ES53",2012,3,4
"DE73",2011,3,6
"EL62",2018,9,16
"NL34",2013,0,1
"CZ05",2012,12,10
"PL62",2014,13,20
"ITG2",2012,109,36
"UKD1",2011,12,7
"DE94",2014,9,9
"EL41",2010,5,8
"NL13",2017,3,4
"BG32",2013,3,3
"ES63",2017,3,1
"NL13",2014,1,3
"NL23",2016,2,3
"CZ08",2009,9,21
"BE25",2011,7,0
"ES23",2009,6,0
"IS00",2012,96,25
"EL65",2020,3,4
"BE34",2019,1,50
"PL52",2016,18,13
"EL53",2020,6,5
"DED4",2010,26,53
"EL64",2017,5,1
"DE23",2011,5,5
"RO22",2009,6,5
"DK03",2009,45,30
"SK03",2009,4,5
"SK02",2009,12,19
"DE80",2010,5,8
"BG31",2017,4,1
"CZ03",2010,2,2
"SK03",2013,2,11
"DE27",2014,18,25
"HU12",2009,3,2
"NO0B",2017,2,3
"PT30",2009,6,14
"CZ02",2011,7,3
"HU22",2011,3,1
"HU21",2012,3,0
"BG34",2012,6,8
"PL72",2009,1,2
"BE22",2011,25,16
"EL62",2020,11,6
"NO0B",2015,3,6
"EL51",2010,2,42
"UKM6",2019,3,3
"PL72",2013,1,4
"RO12",2012,24,33
"BG42",2014,4,9
"RO12",2009,3,2
"CZ04",2009,2,3
"BE22",2009,2,7
"EL64",2015,5,3
"ES64",2016,2,1
"SK02",2010,11,13
"AT11",2015,1,0
"AT34",2015,0,1
"SK04",2010,2,1
"BE25",2012,28,0
"UKM6",2013,1,2
"BE31",2009,8,4
"SE32",2011,1,4
"CZ08",2010,16,1
"PL42",2011,8,4
"RO12",2016,4,9
"HR02",2013,2,2
"RO22",2018,4,2
"NL23",2020,48,9
"UKK3",2013,17,8
"DE23",2009,3,5
"EL64",2010,0,1
"ITF5",2011,3,2
"NL12",2014,5,6
"CZ08",2012,55,12
"NO02",2010,3,0
"DEB1",2015,5,6
"HU33",2014,25,21
"CZ08",2011,4,2
"CZ02",2012,14,18
"ITI3",2010,1,5
"BG31",2016,0,9
"EL62",2017,2,1
"EL62",2019,4,3
"ITF5",2020,45,33
"NL13",2011,3,2
"FRM0",2009,1,0
"HR06",2011,4,2
"HU22",2014,20,38
"RO41",2010,9,19
"RO41",2009,8,1
"DE22",2019,8,9
"FRD2",2013,4,8
"DE23",2010,6,15
"HU22",2012,1,2
"AT34",2011,1,0
"BE22",2012,56,11
"ES64",2019,3,0
"SK04",2013,10,2
"LV00",2009,5,0
"SK04",2009,1,4
"BG34",2016,4,2
"BG31",2009,0,1
"ES63",2020,0,1
"NL34",2017,4,1
"DEA4",2010,36,37
"RO31",2009,2,1
"BE35",2014,9,8
"UKD1",2012,5,0
"AT32",2009,4,9
"DEB1",2009,7,0
"NO0B",2018,19,9
"NL23",2011,4,1
"UKE1",2009,152,153
"NO02",2012,0,1
"SI03",2009,1,12
"EL53",2011,0,1
"EL41",2015,5,4
"UKM6",2014,2,1
"RO41",2011,8,0
"DE27",2010,4,1
"UKM6",2015,9,2
"ITC2",2020,0,34
"BG33",2010,0,1
"BG32",2012,2,0
"RO12",2010,1,6
"ES64",2014,4,2
"HU21",2009,1,1
"PT30",2013,4,15
"UKM9",2014,1,2
"HU12",2011,0,11
"BE35",2013,2,3
"SE32",2015,3,2
"BE35",2011,5,0
"BG33",2012,26,0
"ITH2",2009,2,3
"ES63",2018,2,0
"DE22",2013,26,1
"RO31",2018,0,1
"PL43",2013,3,3
"UKM9",2009,1,0
"BE34",2011,1,6
"BE25",2009,0,3
"EL51",2009,1,3
"UKM6",2016,1,0
"SK02",2011,12,3
"DE22",2012,14,15
"BE34",2016,1,1
"RO31",2011,3,2
"NL12",2011,1,3
"ITC2",2010,0,1
"UKM6",2010,2,0
"DE27",2012,3,3
"AT34",2018,2,4
"RO22",2013,2,5
"BG34",2014,2,1
"ITI2",2019,0,1
"UKF2",2015,1,2
"UKM6",2017,73,18
"RO41",2016,1,3
"PL92",2009,5,6
"DE73",2009,4,6
"RO41",2018,5,4
"DEC0",2010,7,15
"UKF2",2017,10,11
"HR06",2010,1,0
"NL12",2012,0,1
"ITF5",2012,18,73
"NO0B",2009,0,1
"EL65",2013,2,3
"ITC2",2015,0,1
"ITI2",2020,1,15
"NO0B",2013,5,2
"DE22",2011,2,1
"RO41",2020,3,1
"ITC2",2018,27,1
"AT31",2009,5,5
"SK03",2010,3,0
"UKM6",2011,1,0
"LV00",2010,0,4
"ITF2",2010,1,16
"DE22",2018,4,3
"BE34",2014,1,0
"NO0B",2019,3,2
"NO0B",2012,3,0
"EL62",2009,0,13
"EL54",2009,5,0
"AT21",2010,4,6
"FRM0",2012,2,0
"ITF5",2010,6,1
"EL65",2014,2,0
"EL62",2016,1,0
"HR06",2009,0,1
"UKK3",2011,3,2
"NL34",2018,1,4
"NL12",2010,3,0
"BG31",2011,14,0
"BE34",2020,0,1
"ES64",2018,1,0
"AT11",2018,0,1
"EL65",2012,2,1
"BG32",2017,1,4
"FRM0",2016,1,0
"BE32",2011,1,0
"NL23",2017,2,1
"DEB2",2013,0,2
"EL64",2012,0,1
"ITF2",2012,5,0
"AT34",2012,1,0
"NL23",2010,1,0
"ITI2",2012,1,0
"HU31",2011,1,3
"AT11",2011,0,1
"CZ04",2010,1,0
"UKM9",2010,0,1
"RO31",2010,1,1
"HU21",2011,0,2
"DE27",2009,1,2
"SE32",2010,3,4
"BG34",2013,0,1
"NO07",2009,12,1
